25.01341623,121.54133065,67.49,4,63.96656,14.91919,337.51
25.01341612,121.54133008,67.49,4,63.91647,14.94935,337.51
25.01341607,121.5413301,67.49,4,63.91411,14.94392,337.51
25.01341605,121.54133014,67.49,4,63.91551,14.93956,337.51
25.01341606,121.5413302,67.49,4,63.92066,14.93625,337.51
25.0134161,121.54133016,67.49,4,63.92079,14.94224,337.51
25.01341616,121.5413302,67.49,4,63.9283,14.94437,337.51
25.01341614,121.54133019,67.49,4,63.92604,14.94343,337.51
25.01341614,121.54133019,67.49,4,63.92604,14.94343,337.51
25.01341614,121.54133008,67.49,4,63.918,14.95097,337.51
25.01341619,121.54133022,67.49,4,63.93206,14.94543,337.51
25.01341618,121.54133016,67.49,4,63.92691,14.94873,337.51
25.01341614,121.54133018,67.49,4,63.92531,14.94412,337.51
25.01341618,121.54133031,67.49,4,63.93788,14.93845,337.51
25.01341615,121.54133026,67.49,4,63.93193,14.93944,337.51
25.01341611,121.54133026,67.49,4,63.92887,14.9362,337.51
25.01341606,121.54133032,67.49,4,63.92943,14.92802,337.51
25.01341604,121.54133022,67.49,4,63.92059,14.93326,337.51
25.013416,121.54133021,67.49,4,63.9168,14.9307,337.51
25.01341594,121.54133016,67.49,4,63.90856,14.92926,337.51
25.01341603,121.5413308,67.49,4,63.96224,14.89268,337.51
25.01341601,121.54133075,67.49,4,63.95706,14.89448,337.51
25.01341612,121.54133063,67.49,4,63.95669,14.91163,337.51
25.0134162,121.54133052,67.49,4,63.95476,14.92567,337.51
25.01341655,121.5413307,67.49,4,63.99468,14.94172,337.51
25.01341687,121.54133063,67.49,4,64.01402,14.97249,337.51
25.01341729,121.54133018,67.49,4,64.01322,15.03742,337.51
25.01341747,121.54132971,67.49,4,63.99261,15.08426,337.51
25.01341807,121.54132939,67.49,4,64.01507,15.15488,337.51
25.01341873,121.541329,335.18,4,64.037,15.23518,69.82
25.01341917,121.54132841,335.86,4,64.02748,15.31133,69.14
25.01341982,121.54132835,335.02,4,64.07278,15.36819,69.98
25.01342026,121.54132782,334.43,4,64.06766,15.44023,70.57
25.01342084,121.54132721,333.26,4,64.06738,15.52912,71.74
25.0134214,121.54132709,327.91,4,64.10141,15.58278,77.09
25.01342187,121.54132657,323.88,4,64.09931,15.65658,81.12
25.01342217,121.5413257,319.98,4,64.05862,15.74058,85.02
25.01342257,121.54132563,318.29,4,64.08407,15.77783,86.71
25.01342312,121.54132499,317.54,4,64.07931,15.86634,87.46
25.0134235,121.54132429,315.16,4,64.05716,15.94518,89.84
25.01342387,121.54132384,314.89,4,64.05254,16.00606,90.11
25.0134245,121.54132344,316.37,4,64.07144,16.0846,88.63
25.01342509,121.54132295,316.58,4,64.08071,16.16607,88.42
25.01342566,121.54132252,318.66,4,64.09283,16.24181,86.34
25.01342634,121.54132164,319.18,4,64.08045,16.35732,85.82
25.01342721,121.54132099,323.74,4,64.09942,16.47249,81.26
25.01342817,121.54132105,327.81,4,64.17719,16.54626,77.19
25.01342891,121.54132036,330.17,4,64.1833,16.65362,74.83
25.01342954,121.54131938,331.28,4,64.15979,16.77194,73.72
25.01343032,121.54131923,330.45,4,64.20844,16.84551,74.55
25.01343108,121.5413188,329.08,4,64.23509,16.93666,75.92
25.01343191,121.54131797,326.33,4,64.23783,17.06092,78.67
25.01343325,121.54131815,320.51,4,64.35343,17.1573,84.49
25.01343385,121.54131763,318.98,4,64.36127,17.24164,86.02
25.01343476,121.54131668,315.44,4,64.36135,17.38062,89.56
25.0134355,121.54131619,318.83,4,64.38208,17.47426,86.17
25.013436,121.54131553,315.26,4,64.37204,17.56008,89.74
25.01343624,121.54131448,310.82,4,64.31359,17.65156,94.18
25.01343692,121.54131427,313.4,4,64.35021,17.72113,91.6
25.01343769,121.54131403,318.83,4,64.39152,17.80006,86.17
25.0134383,121.54131317,318.3,4,64.37526,17.90853,86.7
25.01343909,121.54131273,325.55,4,64.40347,18.0028,79.45
25.01343995,121.54131241,329.69,4,64.4458,18.09452,75.31
25.01344049,121.54131123,327.56,4,64.40078,18.21925,77.44
25.01344043,121.54130991,326.39,4,64.29966,18.3049,78.61
25.01344123,121.54130961,329.38,2,64.33887,18.39038,75.62
25.01344193,121.54130911,324.15,2,64.35582,18.48147,80.85
25.01344263,121.54130861,322.85,2,64.37276,18.57255,82.15
25.01344343,121.54130821,321.06,2,64.40466,18.66489,83.94
25.01344403,121.54130741,314.06,2,64.39202,18.76843,90.94
25.01344463,121.54130701,315.17,2,64.40863,18.84454,89.83
25.01344533,121.54130651,313.85,2,64.42557,18.93562,91.15
25.01344603,121.54130631,314.46,2,64.46445,19.00613,90.54
25.01344673,121.54130591,313.99,2,64.48871,19.09035,91.01
25.01344743,121.54130541,315.9,2,64.50565,19.18144,89.1
25.01344803,121.54130481,313.65,2,64.50764,19.27126,91.35
25.01344883,121.54130451,318.79,2,64.54685,19.35674,86.21
25.01344953,121.54130401,318.28,2,64.56379,19.44783,86.72
25.01345033,121.54130361,323.07,2,64.59569,19.54016,81.93
25.01345103,121.54130301,320.12,2,64.60532,19.6381,84.88
25.01345183,121.54130241,320.28,2,64.62259,19.74416,84.72
25.01345263,121.54130211,324.1,2,64.66181,19.82964,80.9
25.01345333,121.54130151,320.23,2,64.67144,19.92758,84.77
25.01345413,121.54130111,318.4,2,64.70334,20.01992,86.6
25.01345473,121.54130061,312.15,2,64.71263,20.10288,92.85
25.01345523,121.54129981,304.97,2,64.69235,20.19831,100.03
25.01345583,121.54129921,309.18,2,64.69433,20.28814,95.82
25.01345633,121.54129871,311.7,2,64.69599,20.36299,93.3
25.01345693,121.54129811,316.21,2,64.69797,20.45282,88.79
25.01345763,121.54129741,315.04,2,64.70029,20.55762,89.96
25.01345833,121.54129671,313.98,2,64.7026,20.66241,91.02
25.01345923,121.54129591,315.12,2,64.71289,20.79029,89.88
25.01346003,121.54129521,317.07,2,64.72285,20.9032,87.93
25.01346093,121.54129471,322.86,2,64.75508,21.01051,82.14
25.01346173,121.54129401,323.35,2,64.76504,21.12342,81.65
25.01346253,121.54129351,323.68,2,64.78963,21.22262,81.32
25.01346333,121.54129301,320.07,2,64.81422,21.32182,84.93
25.01346403,121.54129251,317.58,2,64.83116,21.4129,87.42
25.01346483,121.54129201,315.92,2,64.85575,21.51209,89.08
25.01346543,121.54129131,311.83,2,64.85042,21.60878,93.17
25.01346623,121.54129071,313.72,2,64.86769,21.71483,91.28
25.01346703,121.54129001,314.63,2,64.87765,21.82774,90.37
25.01346783,121.54128941,316.34,2,64.89492,21.93379,88.66
25.01346863,121.54128901,318.47,2,64.92682,22.02613,86.53
25.01346933,121.54128851,319.08,2,64.94377,22.11721,85.92
25.01346993,121.54128761,310.95,2,64.92381,22.22761,94.05
25.01347073,121.54128701,315.75,2,64.94108,22.33367,89.25
25.01347153,121.54128621,314.19,2,64.94373,22.45343,90.81
25.01347243,121.54128571,318.31,2,64.97596,22.56074,86.69
25.01347323,121.54128511,320.17,2,64.99323,22.6668,84.83
25.01347393,121.54128471,320.01,2,65.01749,22.75102,84.99
25.01347473,121.54128441,327.12,2,65.0567,22.8365,77.88
25.01347553,121.54128401,323.33,2,65.0886,22.92884,81.67
25.01347623,121.54128341,316.07,2,65.09823,23.02678,88.93
25.01347693,121.54128271,316.95,2,65.10055,23.13158,88.05
25.01347773,121.54128191,314.27,2,65.10319,23.25134,90.73
25.01347843,121.54128111,312.82,2,65.0982,23.363,92.18
25.01347913,121.54128061,316.52,2,65.11514,23.45408,88.48
25.01347993,121.54128001,317.32,2,65.13241,23.56013,87.68
