11628,25.01333504,121.5414018,318.51,4,62.97,3.45,86.49,62.97,3.45,86.49,,,,
11629,25.01333637,121.541401,322.79,4,63,3.62,82.21,63,3.62,82.21,,,,
11630,25.01333783,121.5414,324.19,4,63.05,3.8,80.81,63.05,3.8,80.81,,,,
11631,25.01333925,121.5413993,326.13,4,63.1,3.97,78.87,63.1,3.97,78.87,,,,
11632,25.01334047,121.5413983,325.68,4,63.13,4.13,79.32,63.13,4.13,79.32,,,,
11633,25.0133417,121.5413972,324.89,4,63.14,4.31,80.11,63.14,4.31,80.11,,,,
11634,25.01334307,121.5413961,323.84,4,63.16,4.49,81.16,63.16,4.49,81.16,,,,
11635,25.01334426,121.5413952,324.97,4,63.19,4.65,80.03,63.19,4.65,80.03,,,,
11636,25.01334564,121.5413942,325.26,4,63.22,4.83,79.74,63.22,4.83,79.74,,,,
11637,25.01334685,121.5413934,325.92,4,63.25,4.99,79.08,63.25,4.99,79.08,,,,
11638,25.01334817,121.5413924,324.35,4,63.28,5.17,80.65,63.28,5.17,80.65,,,,
11639,25.01334944,121.5413911,322.35,4,63.28,5.35,82.65,63.28,5.35,82.65,,,,
11640,25.0133507,121.5413901,322.24,4,63.3,5.53,82.76,63.3,5.53,82.76,,,,
11641,25.01335201,121.5413888,321.77,4,63.31,5.72,83.23,63.31,5.72,83.23,,,,
11642,25.01335347,121.5413877,320.87,4,63.34,5.91,84.13,63.34,5.91,84.13,,,,
11643,25.01335445,121.5413864,320.57,4,63.32,6.09,84.43,63.32,6.09,84.43,,,,
11644,25.01335578,121.5413851,319.83,4,63.33,6.28,85.17,63.33,6.28,85.17,,,,
11645,25.01335714,121.5413837,318.68,4,63.33,6.49,86.32,63.33,6.49,86.32,,,,
11646,25.01335842,121.5413825,318.36,4,63.34,6.67,86.64,63.34,6.67,86.64,,,,
11647,25.01335988,121.5413812,319.74,4,63.35,6.88,85.26,63.35,6.88,85.26,,,,
11648,25.01336121,121.5413799,320.33,4,63.36,7.08,84.67,63.36,7.08,84.67,,,,
11649,25.01336247,121.5413791,321.99,4,63.4,7.24,83.01,63.4,7.24,83.01,,,,
11650,25.01336365,121.5413777,319.72,4,63.38,7.43,85.28,63.38,7.43,85.28,,,,
11651,25.01336497,121.5413766,318.95,4,63.41,7.61,86.05,63.41,7.61,86.05,,,,
11652,25.01336631,121.5413752,320.72,4,63.41,7.82,84.28,63.41,7.82,84.28,,,,
11653,25.01336772,121.541374,320.88,4,63.43,8.01,84.12,63.43,8.01,84.12,,,,
11654,25.01336896,121.5413726,325.3,4,63.42,8.21,79.7,63.42,8.21,79.7,,,,
11655,25.0133702,121.5413714,325.27,4,63.43,8.39,79.73,63.43,8.39,79.73,,,,
11656,25.01337143,121.5413702,323.74,4,63.43,8.57,81.26,63.43,8.57,81.26,,,,
