11045,25.01342717,121.541318,319.21,4,63.88,16.67,85.79,63.88,16.67,85.79,,,,,,,,,,,,
11046,25.01343325,121.5413119,322.15,4,63.9,17.58,82.85,63.9,17.58,82.85,,,,,,,,,,,,
11047,25.01343953,121.5413062,326.53,4,63.96,18.49,78.47,63.96,18.49,78.47,,,,,,,,,,,,
11048,25.0134457,121.5413002,320.16,4,63.99,19.4,84.84,63.99,19.4,84.84,,,,,,,,,,,,
11049,25.01345073,121.5412944,317.51,4,63.95,20.2,87.49,63.95,20.2,87.49,,,,,,,,,,,,
11050,25.01345639,121.5412886,310.94,4,63.96,21.06,94.06,63.96,21.06,94.06,,,,,,,,,,,,
11051,25.01346265,121.5412823,314.11,4,63.98,22,90.89,63.98,22,90.89,,,,,,,,,,,,
11052,25.01346935,121.5412761,315,2,64.04,22.97,90,63.95,23.04,86.34,,,diff,28.18,,,,,,,,
11053,25.01347526,121.5412686,307.13,2,63.94,23.96,97.87,63.95,24.09,86.42,,,dist,28,27,,,,,,,
11054,25.01348095,121.5412621,317.52,2,63.9,24.87,87.48,63.95,25.13,86.93,,,itvl,1.01,1.04,,,,,,,
11055,25.01348846,121.5412573,330.8,2,64.13,25.81,74.2,63.95,26.17,88.14,,,,,,,,,,,,
11056,25.01349585,121.5412525,309.66,2,64.34,26.74,95.34,63.95,27.22,88.61,,,,,,,,,,,,
11057,25.01350085,121.5412447,300.22,2,64.15,27.68,104.78,63.95,28.26,88.77,,,,,,,,,,,,
11058,25.01350606,121.5412368,316.81,2,63.97,28.64,88.19,63.95,29.31,88.01,,,,,,,,,,,,
11059,25.01351306,121.5412302,319.1,2,64.03,29.66,85.9,63.95,30.35,87.6,,,,,,,,,,,,
11060,25.01351876,121.5412238,313.46,2,63.99,30.56,91.54,63.95,31.39,87.78,,,,,,,,,,,,
11061,25.01352385,121.5412164,305.22,2,63.84,31.48,99.78,63.95,32.44,87.98,,,,,,,,,,,,
11062,25.01352916,121.5412086,306.56,2,63.68,32.45,98.44,63.95,33.48,88.13,,,,,,,,,,,,
11063,25.01353586,121.5412029,307.36,2,63.77,33.38,97.64,63.95,34.52,88.13,,,,,,,,,,,,
11064,25.01354395,121.5411969,314.16,2,63.95,34.45,90.84,63.95,35.57,88.06,,,,,,,,,,,,
11065,25.01355265,121.5411915,320.8,2,64.22,35.53,84.2,63.95,36.61,87.96,,,,,,,,,,,,
11066,25.01355896,121.5411848,310.76,2,64.21,36.5,94.24,63.95,37.66,87.95,,,,,,,,,,,,
11067,25.01356575,121.5411779,316.84,2,64.23,37.52,88.16,63.95,38.70,88,,,,,,,,,,,,
11068,25.01357266,121.5411703,311.8,2,64.2,38.6,93.2,63.95,39.74,88.03,,,,,,,,,,,,
11069,25.01357936,121.5411627,320,2,64.16,39.67,85,63.95,40.79,88.03,,,,,,,,,,,,
11070,25.01358536,121.5411551,318.38,2,64.06,40.68,86.62,63.95,41.83,88.02,,,,,,,,,,,,
11071,25.01359156,121.5411477,318.69,2,63.99,41.69,86.31,63.95,42.87,88.01,,,,,,,,,,,,
11072,25.01359796,121.541139,313.12,2,63.85,42.8,91.88,63.95,43.92,88,,,,,,,,,,,,
11073,25.01360385,121.5411299,314.12,2,63.63,43.91,90.88,63.95,44.96,88,,,,,,,,,,,,
11074,25.01361086,121.5411221,317.01,2,63.6,45.01,87.99,63.95,46.01,88.01,,,,,,,,,,,,
11075,25.01361706,121.5411134,309.42,2,63.43,46.11,95.58,63.95,47.05,88.02,,,,,,,,,,,,
11076,25.01362325,121.5411047,313.72,2,63.27,47.21,91.28,63.95,48.09,88.01,,,,,,,,,,,,
11077,25.01362886,121.5410962,312.93,2,63.08,48.25,92.07,63.95,49.14,88.01,,,,,,,,,,,,
11078,25.0136467,121.5410892,313.93,4,63.92,50.18,91.07,63.92,50.18,91.07,,,,,,,,,,,,
11079,25.01365357,121.5410824,315.45,4,63.95,51.2,89.55,63.95,51.2,89.55,,,,,,,,,,,,
11080,25.01365943,121.5410759,312.35,4,63.93,52.12,92.65,63.93,52.12,92.65,,,,,,,,,,,,
11081,25.01366469,121.5410687,306.87,4,63.8,53.04,98.13,63.8,53.04,98.13,,,,,,,,,,,,
11082,25.01367177,121.5410618,320.19,4,63.83,54.09,84.81,63.83,54.09,84.81,,,,,,,,,,,,
11083,25.01367777,121.5410549,321.12,4,63.79,55.05,83.88,63.79,55.05,83.88,,,,,,,,,,,,
11084,25.01368387,121.5410493,319.78,4,63.85,55.93,85.22,63.85,55.93,85.22,,,,,,,,,,,,
11085,25.01368942,121.5410437,324.51,4,63.86,56.76,80.49,63.86,56.76,80.49,,,,,,,,,,,,
11086,25.01369504,121.5410374,316.36,4,63.83,57.65,88.64,63.83,57.65,88.64,,,,,,,,,,,,
11087,25.01370071,121.5410312,320.72,4,63.81,58.54,84.28,63.81,58.54,84.28,,,,,,,,,,,,
11088,25.01370682,121.5410247,323.91,4,63.81,59.48,81.09,63.81,59.48,81.09,,,,,,,,,,,,
11089,25.01371405,121.5410184,318.71,4,63.9,60.49,86.29,63.9,60.49,86.29,,,,,,,,,,,,
11090,25.01372043,121.5410118,329.2,4,63.9,61.47,75.8,63.9,61.47,75.8,,,,,,,,,,,,
11091,25.01372781,121.5410049,324.67,4,63.96,62.54,80.33,63.96,62.54,80.33,,,,,,,,,,,,
11092,25.01373468,121.5409979,315,4,63.98,63.57,90,63.98,63.57,90,,,,,,,,,,,,
11093,25.01374164,121.5409902,315.5,4,63.95,64.66,89.5,63.95,64.66,89.5,,,,,,,,,,,,
11094,25.01374846,121.5409828,319.66,4,63.92,65.73,85.34,63.92,65.73,85.34,,,,,,,,,,,,
11095,25.01375539,121.5409759,315.73,4,63.95,66.76,89.27,63.95,66.76,89.27,,,,,,,,,,,,
11096,25.01376262,121.5409691,311.69,4,64.01,67.81,93.31,64.01,67.81,93.31,,,,,,,,,,,,
11097,25.01376924,121.5409613,313.38,4,63.94,68.89,91.62,63.94,68.89,91.62,,,,,,,,,,,,
11098,25.01377593,121.5409538,313.32,4,63.9,69.95,91.68,63.9,69.95,91.68,,,,,,,,,,,,
11099,25.01378333,121.5409473,322.1,4,63.99,70.99,82.9,63.99,70.99,82.9,,,,,,,,,,,,
11100,25.01379023,121.5409401,315.04,4,63.99,72.04,89.96,63.99,72.04,89.96,,,,,,,,,,,,
11101,25.01379734,121.5409338,329.84,4,64.08,73.05,75.16,64.08,73.05,75.16,,,,,,,,,,,,
11102,25.01380285,121.5409278,334.18,4,64.05,73.92,70.82,64.05,73.92,70.82,,,,,,,,,,,,
11103,25.01380641,121.5409231,313.08,4,63.99,74.52,91.92,63.99,74.52,91.92,,,,,,,,,,,,
11104,25.01380507,121.5409197,227.41,4,63.64,74.65,177.59,63.64,74.65,177.59,,,,,,,,,,,,
11105,25.01380176,121.5409194,227.41,4,63.36,74.4,177.59,63.36,74.4,177.59,,,,,,,,,,,,
11106,25.01380006,121.5409178,231.28,4,63.12,74.37,173.72,63.12,74.37,173.72,,,,,,,,,,,,
11107,25.01379622,121.5409126,205.04,4,62.44,74.42,199.96,62.44,74.42,199.96,,,,,,,,,,,,
11108,25.01379026,121.540906,218.43,4,61.5,74.39,186.57,61.5,74.39,186.57,,,,,,,,,,,,
11109,25.01378421,121.5408994,227.25,4,60.56,74.35,177.75,60.56,74.35,177.75,,,,,,,,,,,,
11110,25.01377803,121.5408926,222.78,4,59.58,74.32,182.22,59.58,74.32,182.22,,,,,,,,,,,,
11111,25.01377194,121.5408855,228.44,4,58.6,74.3,176.56,58.6,74.3,176.56,,,,,,,,,,,,
11112,25.0137653,121.5408785,224.78,4,57.58,74.25,180.22,57.58,74.25,180.22,,,,,,,,,,,,
11113,25.01375912,121.5408716,236.82,4,56.6,74.22,168.18,56.6,74.22,168.18,,,,,,,,,,,,
11114,25.01375262,121.5408641,227.09,4,55.56,74.21,177.91,55.56,74.21,177.91,,,,,,,,,,,,
11115,25.0137462,121.5408566,225.12,4,54.52,74.2,179.88,54.52,74.2,179.88,,,,,,,,,,,,
11116,25.01373973,121.5408486,225.94,4,53.44,74.23,179.06,53.44,74.23,179.06,,,,,,,,,,,,
11117,25.01373329,121.5408408,231.32,4,52.38,74.23,173.68,52.38,74.23,173.68,,,,,,,,,,,,
11118,25.0137264,121.5408333,229.48,4,51.31,74.19,175.52,51.31,74.19,175.52,,,,,,,,,,,,
