5362,25.01343826,121.5413075,317.46,4,63.95,18.3,87.54,63.95,18.3,87.54,,,,
5363,25.01343866,121.5413064,318.71,4,63.91,18.4,86.29,63.91,18.4,86.29,,,,
5364,25.01343938,121.5413059,316.97,4,63.93,18.49,88.03,63.93,18.49,88.03,,,,
5365,25.01343995,121.5413057,315.05,4,63.95,18.56,89.95,63.95,18.56,89.95,,,,
5366,25.01344052,121.541305,314.16,4,63.94,18.65,90.84,63.94,18.65,90.84,,,,
5367,25.01344126,121.5413045,315.29,4,63.96,18.75,89.71,63.96,18.75,89.71,,,,
5368,25.01344171,121.5413041,315.93,4,63.97,18.81,89.07,63.97,18.81,89.07,,,,
5369,25.01344235,121.5413034,318.82,4,63.97,18.91,86.18,63.97,18.91,86.18,,,,
5370,25.01344303,121.5413028,322.14,4,63.98,19,82.86,63.98,19,82.86,,,,
5371,25.01344335,121.5413024,321.64,4,63.97,19.06,83.36,63.97,19.06,83.36,,,,
5372,25.0134438,121.5413017,319.12,4,63.95,19.14,85.88,63.95,19.14,85.88,,,,
5373,25.01344431,121.541301,318.96,4,63.95,19.23,86.04,63.95,19.23,86.04,,,,
5374,25.01344495,121.5413005,318.04,4,63.95,19.32,86.96,63.95,19.32,86.96,,,,
5375,25.01344546,121.5413,315.59,4,63.96,19.39,89.41,63.96,19.39,89.41,,,,
5376,25.01344616,121.5412997,316.76,4,63.99,19.47,88.24,63.99,19.47,88.24,,,,
5377,25.01344664,121.5412987,318.19,4,63.96,19.58,86.81,63.96,19.58,86.81,,,,
5378,25.01344743,121.5412985,320.37,4,64,19.66,84.63,64,19.66,84.63,,,,
5379,25.01344801,121.5412977,316.75,4,63.98,19.76,88.25,63.98,19.76,88.25,,,,
5380,25.01344827,121.5412971,311.73,4,63.96,19.82,93.27,63.96,19.82,93.27,,,,
5381,25.01344916,121.5412966,315.45,4,64,19.92,89.55,64,19.92,89.55,,,,
5382,25.01344972,121.5412961,316.62,4,64,20,88.38,64,20,88.38,,,,
5383,25.01345024,121.5412952,318.28,4,63.97,20.11,86.72,63.97,20.11,86.72,,,,
5384,25.01345094,121.541295,320.41,4,64.01,20.18,84.59,64.01,20.18,84.59,,,,
5385,25.01345158,121.5412945,320,4,64.02,20.27,85,64.02,20.27,85,,,,
5386,25.0134523,121.5412939,322.48,4,64.04,20.36,82.52,64.04,20.36,82.52,,,,
5387,25.01345272,121.5412931,321.62,4,64.01,20.45,83.38,64.01,20.45,83.38,,,,
5388,25.01345342,121.5412925,315.75,4,64.02,20.55,89.25,64.02,20.55,89.25,,,,
5389,25.01345386,121.5412919,314.4,4,64.01,20.63,90.6,64.01,20.63,90.6,,,,
5390,25.01345441,121.5412909,315.09,4,63.98,20.74,89.91,63.98,20.74,89.91,,,,
5391,25.01345524,121.5412904,324.28,4,64,20.84,80.72,64,20.84,80.72,,,,
5392,25.01345597,121.5412899,322.83,4,64.03,20.94,82.17,64.03,20.94,82.17,,,,
5393,25.01345663,121.541289,322.25,4,64.01,21.05,82.75,64.01,21.05,82.75,,,,
5394,25.01345706,121.5412886,315.5,4,64.01,21.11,89.5,64.01,21.11,89.5,,,,
5395,25.01345775,121.5412881,315.95,4,64.02,21.21,89.05,64.02,21.21,89.05,,,,
5396,25.01345847,121.5412875,311.26,4,64.04,21.3,93.74,64.04,21.3,93.74,,,,
5397,25.01345904,121.5412867,314.82,4,64.02,21.41,90.18,64.02,21.41,90.18,,,,
5398,25.01345983,121.5412861,319.56,4,64.04,21.51,85.44,64.04,21.51,85.44,,,,
5399,25.01346046,121.5412858,324.71,4,64.06,21.59,80.29,64.06,21.59,80.29,,,,
