8130,25.01343385,121.5413176,318.98,4,64.36,17.24,86.02,64.36,17.24,86.02,,,,,,,,,
8131,25.01343476,121.5413167,315.44,4,64.36,17.38,89.56,64.36,17.38,89.56,,,,,,,,,
8132,25.0134355,121.5413162,318.83,4,64.38,17.47,86.17,64.38,17.47,86.17,,,,,,,,,
8133,25.013436,121.5413155,315.26,4,64.37,17.56,89.74,64.37,17.56,89.74,,,,,,,,,
8134,25.01343624,121.5413145,310.82,4,64.31,17.65,94.18,64.31,17.65,94.18,,,,,,,,,
8135,25.01343692,121.5413143,313.4,4,64.35,17.72,91.6,64.35,17.72,91.6,,64.36,avg,,,,,,
8136,25.01343769,121.541314,318.83,4,64.39,17.8,86.17,64.39,17.8,86.17,,64.36,64.10,,,,,,
8137,25.0134383,121.5413132,318.3,4,64.38,17.91,86.7,64.38,17.91,86.7,,64.38,,,,,,,
8138,25.01343909,121.5413127,325.55,4,64.4,18,79.45,64.4,18,84.45,,64.37,,,,,,,
8139,25.01343995,121.5413124,329.69,4,64.45,18.09,75.31,64.45,18.09,83.31,,64.31,,,,,,,
8140,25.01344049,121.5413112,327.56,4,64.4,18.22,77.44,64.4,18.22,87.44,,64.35,,,,,,,
8141,25.01344043,121.5413099,326.39,4,64.3,18.3,78.61,64.3,18.3,88.61,,64.39,,,diff,39.39,,,
8142,25.01344123,121.5413096,329.38,2,64.34,18.39,75.62,64.10,18.39,87.83,,64.38,,,dist,422,,,
8143,25.01344193,121.5413091,324.15,2,64.36,18.48,80.85,64.10,18.49,87.98,,64.4,,,itvl,0.09,,,
8144,25.01344263,121.5413086,322.85,2,64.37,18.57,82.15,64.10,18.58,87.85,,64.45,,,,,,,
8145,25.01344343,121.5413082,321.06,2,64.4,18.66,83.94,64.10,18.67,87.99,,64.4,,,,,,,
8146,25.01344403,121.5413074,314.06,2,64.39,18.77,90.94,64.10,18.77,87.84,,64.3,,,,,,,
8147,25.01344463,121.541307,315.17,2,64.41,18.84,89.83,64.10,18.86,87.31,,63.96,,,,,,,
8148,25.01344533,121.5413065,313.85,2,64.43,18.94,91.15,64.10,18.95,86.96,,63.94,,,,,,,
8149,25.01344603,121.5413063,314.46,2,64.46,19.01,90.54,64.10,19.05,87.02,,63.92,,,,,,,
8150,25.01344673,121.5413059,313.99,2,64.49,19.09,91.01,64.10,19.14,87.05,,63.92,,,,,,,
8151,25.01344743,121.5413054,315.9,2,64.51,19.18,89.1,64.10,19.23,87.27,,63.92,,,,,,,
8152,25.01344803,121.5413048,313.65,2,64.51,19.27,91.35,64.10,19.33,87.60,,63.92,,,,,,,
8153,25.01344883,121.5413045,318.79,2,64.55,19.36,86.21,64.10,19.42,87.61,,63.91,,,,,,,
8154,25.01344953,121.541304,318.28,2,64.56,19.45,86.72,64.10,19.51,87.52,,63.9,,,,,,,
8155,25.01345033,121.5413036,323.07,2,64.6,19.54,81.93,64.10,19.61,87.50,,63.9,,,,,,,
8156,25.01345103,121.541303,320.12,2,64.61,19.64,84.88,64.10,19.70,87.46,,63.91,,,,,,,
8157,25.01345183,121.5413024,320.28,2,64.62,19.74,84.72,64.10,19.79,87.43,,63.91,,,,,,,
8158,25.01345263,121.5413021,324.1,2,64.66,19.83,80.9,64.10,19.89,87.38,,63.91,,,,,,,
8159,25.01345333,121.5413015,320.23,2,64.67,19.93,84.77,64.10,19.98,87.34,,63.92,,,,,,,
8160,25.01345413,121.5413011,318.4,2,64.7,20.02,86.6,64.10,20.07,87.34,,63.93,,,,,,,
8161,25.01345473,121.5413006,312.15,2,64.71,20.1,92.85,64.10,20.17,87.38,,63.94,,,,,,,
8162,25.01345523,121.5412998,304.97,2,64.69,20.2,100.03,64.10,20.26,87.41,,63.91,,,,,,,
8163,25.01345583,121.5412992,309.18,2,64.69,20.29,95.82,64.10,20.35,87.44,,63.91,,,,,,,
8164,25.01345633,121.5412987,311.7,2,64.7,20.36,93.3,64.10,20.45,87.45,,63.88,,,,,,,
8165,25.01345693,121.5412981,316.21,2,64.7,20.45,88.79,64.10,20.54,87.44,,,,,,,,,
8166,25.01345763,121.5412974,315.04,2,64.7,20.56,89.96,64.10,20.63,87.42,,,,,,,,,
8167,25.01345833,121.5412967,313.98,2,64.7,20.66,91.02,64.10,20.73,87.42,,,,,,,,,
8168,25.01345923,121.5412959,315.12,2,64.71,20.79,89.88,64.10,20.82,87.41,,,,,,,,,
8169,25.01346003,121.5412952,317.07,2,64.72,20.9,87.93,64.10,20.91,87.40,,,,,,,,,
8170,25.01346093,121.5412947,322.86,2,64.76,21.01,82.14,64.10,21.01,87.40,,,,,,,,,
8171,25.01346173,121.541294,323.35,2,64.77,21.12,81.65,64.10,21.10,87.40,,,,,,,,,
8172,25.01346253,121.5412935,323.68,2,64.79,21.22,81.32,64.10,21.19,87.41,,,,,,,,,
8173,25.01346333,121.541293,320.07,2,64.81,21.32,84.93,64.10,21.29,87.41,,,,,,,,,
8174,25.01346403,121.5412925,317.58,2,64.83,21.41,87.42,64.10,21.38,87.42,,,,,,,,,
8175,25.01346483,121.541292,315.92,2,64.86,21.51,89.08,64.10,21.47,87.42,,,,,,,,,
8176,25.01346543,121.5412913,311.83,2,64.85,21.61,93.17,64.10,21.57,87.42,,,,,,,,,
8177,25.01346623,121.5412907,313.72,2,64.87,21.71,91.28,64.10,21.66,87.41,,,,,,,,,
8178,25.01346703,121.54129,314.63,2,64.88,21.83,90.37,64.10,21.75,87.41,,,,,,,,,
8179,25.01346783,121.5412894,316.34,2,64.89,21.93,88.66,64.10,21.85,87.41,,,,,,,,,
8180,25.01346863,121.541289,318.47,2,64.93,22.03,86.53,64.10,21.94,87.41,,,,,,,,,
8181,25.01346933,121.5412885,319.08,2,64.94,22.12,85.92,64.10,22.03,87.41,,,,,,,,,
8182,25.01346993,121.5412876,310.95,2,64.92,22.23,94.05,64.10,22.13,87.41,,,,,,,,,
8183,25.01347073,121.541287,315.75,2,64.94,22.33,89.25,64.10,22.22,87.41,,,,,,,,,
8184,25.01347153,121.5412862,314.19,2,64.94,22.45,90.81,64.10,22.31,87.41,,,,,,,,,
8185,25.01347243,121.5412857,318.31,2,64.98,22.56,86.69,64.10,22.41,87.41,,,,,,,,,
8186,25.01347323,121.5412851,320.17,2,64.99,22.67,84.83,64.10,22.50,87.41,,,,,,,,,
8187,25.01347393,121.5412847,320.01,2,65.02,22.75,84.99,64.10,22.59,87.41,,,,,,,,,
8188,25.01347473,121.5412844,327.12,2,65.06,22.84,77.88,64.10,22.69,87.41,,,,,,,,,
8189,25.01347553,121.541284,323.33,2,65.09,22.93,81.67,64.10,22.78,87.41,,,,,,,,,
