11316,25.01342241,121.5413222,316.75,4,63.82,16,88.25,63.82,16,88.25,,,,,
11317,25.01342271,121.5413226,316.75,4,63.88,15.99,88.25,63.88,15.99,88.25,,,,,
11318,25.01342292,121.5413229,316.75,4,63.91,15.99,88.25,63.91,15.99,88.25,,,,,
11319,25.01342289,121.5413233,316.75,4,63.94,15.96,88.25,63.94,15.96,88.25,,,,,
11320,25.01342283,121.5413236,316.75,4,63.95,15.94,88.25,63.95,15.94,88.25,,,,,
11321,25.01342282,121.5413237,316.75,4,63.96,15.93,88.25,63.96,15.93,88.25,,,,,
11322,25.01342323,121.5413233,316.75,4,63.97,15.99,88.25,63.97,15.99,88.25,,,,,
11323,25.01342653,121.541318,327.06,4,63.83,16.62,77.94,63.83,16.62,77.94,,,,,
11324,25.0134318,121.5413129,325.29,4,63.86,17.4,79.71,63.86,17.4,79.71,,,,,
11325,25.0134402,121.5413077,332.25,2,64.12,18.44,72.75,63.91,18.34,90.01,,,diff,38.42,
11326,25.0134474,121.5412999,313.73,2,64.1,19.56,91.27,63.89,19.27,90.01,,,dist,41,
11327,25.013454,121.5412927,315.34,2,64.08,20.58,89.66,63.87,20.21,90.01,,,itvl,0.94,
11328,25.0134601,121.5412852,312.49,2,64,21.59,92.51,63.88,21.15,90.01,,,,,
11329,25.0134664,121.5412768,317.39,2,63.86,22.68,87.61,63.89,22.09,90.01,,,,,
11330,25.0134724,121.5412695,309.59,2,63.79,23.67,95.41,63.88,23.02,90.01,,,,,
11331,25.0134778,121.5412616,302.4,2,63.62,24.65,102.6,63.88,23.96,90.01,,,,,
11332,25.0134844,121.5412541,332.97,2,63.58,25.7,72.03,63.88,24.90,90.01,,,,,
11333,25.013491,121.5412478,316.49,2,63.62,26.67,88.51,63.88,25.83,90.01,,,,,
11334,25.0134977,121.5412399,316.46,2,63.56,27.75,88.54,63.88,26.77,90.01,,,,,
11335,25.0135046,121.5412321,315.19,2,63.52,28.85,89.81,63.88,27.71,90.01,,,,,
11336,25.0135108,121.5412244,320.85,2,63.43,29.88,84.15,63.88,28.64,90.01,,,,,
11337,25.0135154,121.5412166,292.85,2,63.21,30.78,112.15,63.88,29.58,90.01,,,,,
11338,25.0135226,121.5412095,306.7,2,63.24,31.86,98.3,63.88,30.52,90.01,,,,,
11339,25.0135283,121.5412021,315.94,2,63.13,32.83,89.06,63.88,31.46,90.01,,,,,
11340,25.0135345,121.541196,310.55,2,63.16,33.75,94.45,63.88,32.39,90.01,,,,,
11341,25.0135414,121.5411913,312.66,2,63.35,34.63,92.34,63.88,33.33,90.01,,,,,
11342,25.0135507,121.5411876,318.23,2,63.79,35.64,86.77,63.88,34.27,90.01,,,,,
11343,25.0135589,121.5411825,323.36,2,64.04,36.65,81.64,63.88,35.20,90.01,,,,,
11344,25.0135663,121.5411774,317.44,2,64.23,37.6,87.56,63.88,36.14,90.01,,,,,
11345,25.0135738,121.5411707,317.74,2,64.32,38.67,87.26,63.88,37.08,90.01,,,,,
11346,25.0135802,121.5411641,313.92,2,64.32,39.64,91.08,63.88,38.02,90.01,,,,,
11347,25.0135867,121.5411589,327.48,2,64.44,40.53,77.52,63.88,38.95,90.01,,,,,
11348,25.0135923,121.5411535,317.05,2,64.47,41.35,87.95,63.88,39.89,90.00,,,,,
11349,25.0135979,121.5411471,316.02,2,64.43,42.24,88.98,63.88,40.83,90.01,,,,,
11350,25.0136026,121.5411406,309.33,2,64.32,43.07,95.67,63.88,41.76,90.01,,,,,
11351,25.0136074,121.5411347,310.18,2,64.25,43.87,94.82,63.88,42.70,90.01,,,,,
11352,25.0136137,121.5411274,316.53,2,64.2,44.88,88.47,63.88,43.64,90.00,,,,,
11353,25.0136184,121.5411208,312.88,2,64.08,45.71,92.12,63.88,44.58,90.00,,,,,
11354,25.0136228,121.5411147,311.84,2,63.97,46.49,93.16,63.88,45.51,90.01,,,,,
11355,25.0136279,121.5411078,317.98,2,63.85,47.37,87.02,63.88,46.45,90.03,,,,,
11356,25.0136335,121.5411001,315.04,2,63.72,48.36,89.96,63.88,47.39,89.99,,,,,
11357,25.013639,121.5410944,319.72,2,63.72,49.19,85.28,63.88,48.32,89.95,,,,,
11358,25.0136436,121.5410892,323.88,2,63.69,49.92,81.12,63.88,49.26,90.04,,,,,
11359,25.0136489,121.5410814,316.93,2,63.53,50.89,88.07,63.88,50.20,90.05,,,,,
11360,25.0136547,121.5410748,313.45,2,63.49,51.81,91.55,63.88,51.13,90.14,,,,,
11361,25.0136603,121.5410686,320.08,2,63.46,52.69,84.92,63.88,52.07,89.76,,,,,
11362,25.013666,121.5410605,318.95,2,63.3,53.71,86.05,63.88,53.01,89.78,,,,,
11363,25.0136718,121.5410546,316.9,2,63.32,54.58,88.1,63.88,53.95,90.46,,,,,
11364,25.0136773,121.5410482,314.09,2,63.27,55.47,90.91,63.88,54.88,90.10,,,,,
11365,25.01368363,121.5410506,314.43,4,63.93,55.82,90.57,63.93,55.82,90.57,,,,,
11366,25.01368959,121.5410439,317.12,4,63.89,56.76,87.88,63.89,56.76,87.88,,,,,
11367,25.01369527,121.5410378,315.09,4,63.88,57.64,89.91,63.88,57.64,89.91,,,,,
11368,25.01370157,121.5410317,311.16,4,63.92,58.57,93.84,63.92,58.57,93.84,,,,,
11369,25.01370766,121.5410246,316.69,4,63.86,59.55,88.31,63.86,59.55,88.31,,,,,
11370,25.01371355,121.5410183,300.34,4,63.85,60.46,104.66,63.85,60.46,104.66,,,,,
11371,25.01371985,121.541012,314.16,4,63.87,61.41,90.84,63.87,61.41,90.84,,,,,
11372,25.0137257,121.541005,319.23,4,63.81,62.36,85.77,63.81,62.36,85.77,,,,,
11373,25.01373159,121.5409992,308.78,4,63.84,63.23,96.22,63.84,63.23,96.22,,,,,
11374,25.01373749,121.5409935,320.5,4,63.87,64.1,84.5,63.87,64.1,84.5,,,,,
11375,25.01374317,121.5409869,320.96,4,63.82,65.02,84.04,63.82,65.02,84.04,,,,,
11376,25.01374946,121.5409808,311.75,4,63.86,65.94,93.25,63.86,65.94,93.25,,,,,
11377,25.01375567,121.5409748,320.63,4,63.89,66.86,84.37,63.89,66.86,84.37,,,,,
11378,25.01376144,121.5409684,314.49,4,63.86,67.77,90.51,63.86,67.77,90.51,,,,,
11379,25.01376784,121.5409622,311.69,4,63.89,68.72,93.31,63.89,68.72,93.31,,,,,
11380,25.01377412,121.5409552,317.36,4,63.87,69.7,87.64,63.87,69.7,87.64,,,,,
11381,25.01378021,121.5409487,322.4,4,63.85,70.64,82.6,63.85,70.64,82.6,,,,,
11382,25.0137868,121.5409429,322.67,4,63.94,71.57,82.33,63.94,71.57,82.33,,,,,
11383,25.01379307,121.5409364,320.85,4,63.94,72.53,84.15,63.94,72.53,84.15,,,,,
11384,25.01379882,121.54093,314.91,4,63.91,73.44,90.09,63.91,73.44,90.09,,,,,
11385,25.01380468,121.5409246,310.82,4,63.97,74.28,94.18,63.97,74.28,94.18,,,,,
11386,25.0138065,121.5409192,245.27,4,63.71,74.8,159.73,63.71,74.8,159.73,,,,,
11387,25.01380096,121.5409199,275.18,4,63.34,74.3,129.82,63.34,74.3,129.82,,,,,
11388,25.01379829,121.5409163,238.11,4,62.87,74.33,166.89,62.87,74.33,166.89,,,,,
11389,25.01379323,121.5409103,227,4,62.04,74.33,178,62.04,74.33,178,,,,,
11390,25.01378793,121.5409033,226.52,4,61.13,74.38,178.48,61.13,74.38,178.48,,,,,
11391,25.01378192,121.5408969,228.18,4,60.2,74.34,176.82,60.2,74.34,176.82,,,,,
11392,25.01377591,121.5408901,225.86,4,59.24,74.31,179.14,59.24,74.31,179.14,,,,,
11393,25.01377003,121.5408831,225.93,4,58.28,74.32,179.07,58.28,74.32,179.07,,,,,
11394,25.01376385,121.5408764,227.24,4,57.32,74.27,177.76,57.32,74.27,177.76,,,,,
11395,25.01375764,121.5408695,223.66,4,56.34,74.24,181.34,56.34,74.24,181.34,,,,,
11396,25.01375197,121.5408624,229.6,4,55.38,74.27,175.4,55.38,74.27,175.4,,,,,
11397,25.01374557,121.5408556,222.12,4,54.4,74.22,182.88,54.4,74.22,182.88,,,,,
11398,25.01373947,121.5408482,221.7,4,53.39,74.23,183.3,53.39,74.23,183.3,,,,,
11399,25.01373347,121.5408407,226.69,4,52.38,74.26,178.31,52.38,74.26,178.31,,,,,
11400,25.0137271,121.5408343,226.34,4,51.43,74.18,178.66,51.43,74.18,178.66,,,,,
11401,25.01372096,121.5408271,219.21,4,50.43,74.17,185.79,50.43,74.17,185.79,,,,,
11402,25.01371522,121.54082,228.26,4,49.47,74.2,176.74,49.47,74.2,176.74,,,,,
11403,25.01370927,121.5408136,228.43,4,48.55,74.15,176.57,48.55,74.15,176.57,,,,,
11404,25.01370321,121.5408064,219.65,4,47.56,74.15,185.35,47.56,74.15,185.35,,,,,
11405,25.01369738,121.5407992,224.36,4,46.59,74.17,180.64,46.59,74.17,180.64,,,,,
11406,25.0136909,121.5407925,228.99,4,45.6,74.11,176.01,45.6,74.11,176.01,,,,,
11407,25.01368508,121.5407852,222.34,4,44.63,74.13,182.66,44.63,74.13,182.66,,,,,
11408,25.013679,121.5407782,226.62,4,43.65,74.12,178.38,43.65,74.12,178.38,,,,,
11409,25.01367283,121.5407711,228.18,4,42.66,74.11,176.82,42.66,74.11,176.82,,,,,
11410,25.0136664,121.5407637,224.46,4,41.62,74.1,180.54,41.62,74.1,180.54,,,,,
11411,25.01366093,121.540756,223.83,4,40.64,74.18,181.17,40.64,74.18,181.17,,,,,
11412,25.01365446,121.5407493,229.76,4,39.66,74.12,175.24,39.66,74.12,175.24,,,,,
11413,25.01364814,121.5407423,215.65,4,38.66,74.08,189.35,38.66,74.08,189.35,,,,,
11414,25.01364253,121.5407351,227.24,4,37.71,74.12,177.76,37.71,74.12,177.76,,,,,
11415,25.01363611,121.5407283,228.53,4,36.72,74.06,176.47,36.72,74.06,176.47,,,,,
11416,25.01362987,121.5407211,224.35,4,35.72,74.06,180.65,35.72,74.06,180.65,,,,,
11417,25.0136242,121.5407133,230.35,4,34.72,74.12,174.65,34.72,74.12,174.65,,,,,
11418,25.01361776,121.5407063,230.19,4,33.71,74.09,174.81,33.71,74.09,174.81,,,,,
11419,25.01361167,121.5406989,219.44,4,32.7,74.1,185.56,32.7,74.1,185.56,,,,,
11420,25.01360572,121.5406917,221.52,4,31.72,74.11,183.48,31.72,74.11,183.48,,,,,
11421,25.01359935,121.5406847,227.48,4,30.73,74.07,177.52,30.73,74.07,177.52,,,,,
11422,25.01359297,121.5406777,228.68,4,29.73,74.03,176.32,29.73,74.03,176.32,,,,,
