69.78461,25.01553,274.748
69.78404,24.99008,271.734
69.77181,24.9771,269.757
69.75882,24.96331,267.189
69.74582,24.94951,269.051
69.73359,24.93653,268.293
69.7076,24.90895,270.563
69.7076,24.90895,270.854
69.7078,24.88431,266.666
69.7078,24.88431,268.523
69.70651,24.85954,273.35
69.69352,24.84575,271.784
69.69352,24.84575,270.115
69.68129,24.83277,270.294
69.69372,24.82111,268.046
69.68016,24.78187,272.791
69.67963,24.75791,271.432
69.65364,24.73033,271.857
69.65364,24.73033,271.262
69.64085,24.69189,267.717
69.64029,24.66644,271.407
69.62805,24.65346,273.64
69.62805,24.65346,271.867
69.61506,24.63967,269.498
69.60206,24.62588,270.939
69.58983,24.61289,265.244
69.58983,24.61289,273.735
69.57684,24.5991,266.105
69.56384,24.58531,265.757
69.56384,24.58531,265.905
69.56384,24.58531,266.2
69.56384,24.58531,265.763
69.55161,24.57233,274.114
69.55161,24.57233,267.675
69.55161,24.57233,271.07
69.55161,24.57233,267.865
69.55161,24.57233,266.891
69.53862,24.55853,267.224
69.53862,24.55853,273.179
69.52562,24.54474,267.881
69.52562,24.54474,272.307
69.52562,24.54474,273.706
69.52562,24.54474,274.891
69.51319,24.5564,274.373
69.51319,24.5564,269.804
69.51319,24.5564,266.845
69.50076,24.56806,266.348
69.48853,24.55507,269.967
69.50076,24.56806,267.409
69.51319,24.5564,266.476
69.51319,24.5564,265.769
69.51319,24.5564,274.591
69.51319,24.5564,272.886
69.51319,24.5564,270.595
69.51319,24.5564,273.742
69.51319,24.5564,268.988
69.52619,24.57019,266.48
69.53862,24.55853,272.134
69.53862,24.55853,267.9
69.55161,24.57233,273.098
69.53918,24.58398,273.357
69.53918,24.58398,274.363
69.53918,24.58398,273.705
69.55161,24.57233,269.712
69.55161,24.57233,266.842
69.55161,24.57233,266.947
69.55161,24.57233,273.325
69.55161,24.57233,269.8
69.55161,24.57233,273.516
69.55161,24.57233,272.655
69.55161,24.57233,267.666
69.55161,24.57233,270.995
69.55161,24.57233,266.534
69.53862,24.55853,274.305
69.55161,24.57233,274.046
69.55161,24.57233,267.897
69.55161,24.57233,271.813
69.56384,24.58531,267.649
69.57684,24.5991,266.282
69.57684,24.5991,266.905
69.58983,24.61289,272.204
69.58983,24.61289,269.615
69.60154,24.60192,269.901
69.61377,24.6149,266.171
69.61377,24.6149,265.587
69.62676,24.6287,274.629
69.65219,24.63083,265.858
69.65219,24.63083,270.478
69.67685,24.63216,271.8
69.67685,24.63216,271.873
69.70155,24.63498,267.62
69.71454,24.64877,265.47
69.72698,24.63711,270.007
69.75164,24.63844,266.142
69.75164,24.63844,272.529
69.77634,24.64126,272.81
