0.40379,75.33502,267.474
0.40226,75.33339,-1
0.39624,75.33139,267.78700000000003
0.39993,75.32946,-1
0.402,75.32142,266.96299999999997
0.4026,75.31474,-1
0.40599,75.29934,266.776
0.40988,75.27277,-1
0.43036,75.21994,264.914
0.42342,75.17603,-1
0.41624,75.12163,265.054
0.41864,75.06131,-1
0.41399,75.01982,265.624
0.41523,74.97435,-1
0.40453,74.92937,267.755
0.42225,74.88678,-1
0.42056,74.84405,266.355
0.42004,74.78647,-1
0.4361,74.73627,264.781
0.42925,74.69684,-1
0.43245,74.63883,265.548
0.43438,74.59117,-1
0.43253,74.54096,265.423
0.43666,74.45762,-1
0.44584,74.40011,266.28200000000004
0.43205,74.31677,-1
0.43538,74.23112,265.113
0.41362,74.15832,-1
0.4233,74.08964,264.889
0.43953,74.0133,-1
0.44485,73.95024,263.629
0.45055,73.87003,-1
0.46056,73.7827,264.755
0.4722,73.70149,-1
0.45988,73.61677,265.493
0.46414,73.53943,-1
0.48439,73.47613,265.826
0.48134,73.40564,-1
0.4862,73.32161,264.791
0.48944,73.23148,-1
0.48592,73.17365,264.803
0.47865,73.08114,-1
0.47374,73.02768,266.14599999999996
0.47494,72.94709,-1
0.4686,72.8965,267.091
0.46402,72.82438,-1
0.46177,72.7562,268.966
0.45104,72.6761,-1
0.44742,72.61379,271.405
0.45624,72.53981,-1
0.45,72.46009,269.036
0.44386,72.38485,-1
0.45769,72.30159,269.48199999999997
0.44314,72.21743,-1
0.43428,72.15392,269.24199999999996
0.43455,72.06504,-1
0.44383,72.01202,267.825
0.45933,71.93636,-1
0.46961,71.86102,268.923
0.4744,71.774,-1
0.48432,71.68219,269.605
0.50772,71.62662,-1
0.52784,71.55733,268.375
0.5204,71.49095,-1
0.53813,71.41474,268.029
0.54422,71.35249,-1
0.55051,71.2656,267.267
0.52791,71.18899,-1
0.524,71.11319,268.153
0.49758,71.03252,-1
0.50946,70.96179,268.092
0.52322,70.90915,-1
0.54025,70.83512,265.38599999999997
0.54066,70.75222,-1
0.55094,70.67687,265.946
0.54449,70.62179,-1
0.53593,70.53813,268.411
0.53161,70.478,-1
0.493,70.38584,269.73400000000004
0.52804,70.31631,-1
0.54726,70.24022,267.571
0.54002,70.18283,-1
0.54571,70.10261,265.31399999999996
0.52588,70.01577,-1
0.53114,69.91609,264.475
0.49924,69.85738,-1
0.51746,69.77,264.977
0.53784,69.71268,-1
0.53393,69.63689,264.27
0.55515,69.54976,-1
0.56762,69.47236,265.111
0.57996,69.38896,-1
0.57767,69.31928,264.568
0.57901,69.24468,-1
0.58254,69.16802,263.336
0.56503,69.08511,-1
0.56152,68.99366,266.06399999999996
0.54178,68.91131,-1
0.54159,68.83508,266.73
0.54984,68.76928,-1
0.54387,68.70153,264.273
0.54145,68.62587,-1
0.5382,68.54639,265.548
0.53934,68.46281,-1
0.54806,68.38434,268.655
0.54507,68.31685,-1
0.56529,68.25205,265.445
0.58527,68.17677,-1
0.59559,68.10292,265.233
0.58011,68.01046,-1
0.56801,67.93623,266.299
0.57407,67.83886,-1
0.57092,67.76388,266.073
0.57103,67.70112,-1
0.56967,67.63974,266.471
0.57098,67.56364,-1
0.57684,67.49091,263.14599999999996
0.59968,67.4099,-1
0.59819,67.34253,267.305
0.59584,67.26985,-1
0.5886,67.21246,268.325
0.6014,67.15003,-1
0.5924,67.08053,267.086
0.61405,66.97924,-1
0.60472,66.89478,262.26800000000003
0.56125,66.85302,-1
0.57798,66.76551,264.595
0.54388,66.70886,-1
0.55758,66.65322,264.861
0.48935,66.57203,-1
0.45854,66.49547,267.534
0.4762,66.41626,-1
0.53335,66.36727,267.478
0.56207,66.28226,-1
0.57332,66.21671,272.36400000000003
0.53722,66.17109,-1
