Lat, Lon, HDT, indicator, p_n, t_n
25.01292393,121.54096690,315.87500000,2.00000000,1.00000000,90.00000000
25.01292393,121.54096690,315.86600000,2.00000000,1.00000000,90.00000000
25.01292393,121.54096670,315.88500000,2.00000000,1.00000000,90.00000000
25.01292383,121.54096680,315.20000000,2.00000000,1.00000000,90.00000000
25.01292383,121.54096680,315.08200000,2.00000000,1.00000000,90.00000000
25.01292373,121.54096670,315.70200000,2.00000000,1.00000000,90.00000000
25.01292363,121.54096670,316.23500000,2.00000000,1.00000000,90.00000000
25.01292353,121.54096660,313.77900000,2.00000000,1.00000000,90.00000000
25.01292343,121.54096650,314.35700000,2.00000000,1.00000000,90.00000000
25.01292333,121.54096650,315.62700000,2.00000000,1.00000000,90.00000000
25.01292333,121.54096650,315.47700000,2.00000000,1.00000000,90.00000000
25.01292323,121.54096640,313.68200000,2.00000000,1.00000000,90.00000000
25.01292313,121.54096640,315.65600000,2.00000000,1.00000000,90.00000000
25.01292303,121.54096630,314.76300000,2.00000000,1.00000000,90.00000000
25.01292303,121.54096620,315.80900000,2.00000000,1.00000000,90.00000000
25.01292293,121.54096610,313.88200000,2.00000000,1.00000000,90.00000000
25.01292273,121.54096600,314.94800000,2.00000000,1.00000000,90.00000000
25.01292263,121.54096590,316.25300000,2.00000000,1.00000000,90.00000000
25.01292273,121.54096600,315.08900000,2.00000000,1.00000000,90.00000000
25.01292263,121.54096600,313.53800000,2.00000000,1.00000000,90.00000000
25.01292263,121.54096600,315.23300000,2.00000000,1.00000000,90.00000000
25.01292263,121.54096600,314.91900000,2.00000000,1.00000000,90.00000000
25.01292263,121.54096590,315.60000000,2.00000000,1.00000000,90.00000000
25.01292263,121.54096590,315.58300000,2.00000000,1.00000000,90.00000000
25.01292273,121.54096590,315.20200000,2.00000000,1.00000000,90.00000000
25.01292273,121.54096590,314.20900000,2.00000000,1.00000000,90.00000000
25.01292263,121.54096580,316.44700000,2.00000000,1.00000000,90.00000000
25.01292263,121.54096580,315.86300000,2.00000000,1.00000000,90.00000000
25.01292263,121.54096570,316.46600000,2.00000000,1.00000000,90.00000000
25.01292253,121.54096570,315.10500000,2.00000000,1.00000000,90.00000000
25.01292253,121.54096570,314.75100000,2.00000000,1.00000000,90.00000000
25.01292243,121.54096560,315.22900000,2.00000000,1.00000000,90.00000000
25.01292233,121.54096560,315.15400000,2.00000000,1.00000000,90.00000000
25.01292233,121.54096560,314.93000000,2.00000000,1.00000000,90.00000000
25.01292223,121.54096550,315.03700000,2.00000000,1.00000000,90.00000000
25.01292223,121.54096550,313.73600000,2.00000000,1.00000000,90.00000000
25.01292213,121.54096550,315.11100000,2.00000000,1.00000000,90.00000000
25.01292203,121.54096540,313.65000000,2.00000000,1.00000000,90.00000000
25.01292203,121.54096540,315.01800000,2.00000000,1.00000000,90.00000000
25.01292183,121.54096540,315.64500000,2.00000000,1.00000000,90.00000000
25.01292173,121.54096540,313.87900000,2.00000000,1.00000000,90.00000000
25.01292153,121.54096530,315.19400000,2.00000000,1.00000000,90.00000000
25.01292143,121.54096530,314.74800000,2.00000000,1.00000000,90.00000000
25.01292133,121.54096520,313.57700000,2.00000000,1.00000000,90.00000000
25.01292173,121.54096450,269.52800000,2.00000000,1.00000000,135.00000000
