X, Y, Lat, Lon, HDT, indicator, p_n, t_n
-0.71534000,-0.04289000,25.01292143,121.54096340,269.06000000,2.00000000,1.00000000,135.00000000
-0.71501000,-0.02792000,25.01292153,121.54096330,269.43100000,2.00000000,1.00000000,135.00000000
-0.70737000,-0.01981000,25.01292163,121.54096330,269.32800000,2.00000000,1.00000000,135.00000000
-0.69972000,-0.01169000,25.01292173,121.54096330,269.83700000,2.00000000,1.00000000,135.00000000
-0.69241000,-0.01855000,25.01292173,121.54096340,269.63300000,2.00000000,1.00000000,135.00000000
-0.67712000,-0.00232000,25.01292193,121.54096340,269.71500000,2.00000000,1.00000000,135.00000000
-0.67679000,0.01265000,25.01292203,121.54096330,269.24700000,2.00000000,1.00000000,135.00000000
-0.66914000,0.02076000,25.01292213,121.54096330,269.28900000,2.00000000,1.00000000,135.00000000
-0.66150000,0.02888000,25.01292223,121.54096330,268.85400000,2.00000000,1.00000000,135.00000000
-0.65352000,0.05196000,25.01292243,121.54096320,269.43500000,2.00000000,1.00000000,135.00000000
-0.64588000,0.06007000,25.01292253,121.54096320,269.74500000,2.00000000,1.00000000,135.00000000
-0.64555000,0.07504000,25.01292263,121.54096310,269.49200000,2.00000000,1.00000000,135.00000000
-0.64555000,0.07504000,25.01292263,121.54096310,270.25600000,2.00000000,1.00000000,135.00000000
-0.64522000,0.09002000,25.01292273,121.54096300,270.49500000,2.00000000,1.00000000,135.00000000
-0.64522000,0.09002000,25.01292273,121.54096300,269.46600000,2.00000000,1.00000000,135.00000000
-0.57010000,0.11127000,25.01292333,121.54096340,226.25200000,2.00000000,1.00000000,225.00000000
-0.57010000,0.11127000,25.01292333,121.54096340,224.61000000,2.00000000,1.00000000,225.00000000
-0.55514000,0.11252000,25.01292343,121.54096350,223.90900000,2.00000000,1.00000000,225.00000000
-0.54750000,0.12064000,25.01292353,121.54096350,225.47000000,2.00000000,1.00000000,225.00000000
-0.53254000,0.12189000,25.01292363,121.54096360,225.23100000,2.00000000,1.00000000,225.00000000
-0.53287000,0.10692000,25.01292353,121.54096370,224.59900000,2.00000000,1.00000000,225.00000000
-0.51027000,0.11629000,25.01292373,121.54096380,225.49600000,2.00000000,1.00000000,225.00000000
-0.50296000,0.10943000,25.01292373,121.54096390,223.71300000,2.00000000,1.00000000,225.00000000
-0.48800000,0.11069000,25.01292383,121.54096400,223.78800000,2.00000000,1.00000000,225.00000000
-0.48102000,0.08886000,25.01292373,121.54096420,225.91200000,2.00000000,1.00000000,225.00000000
-0.47337000,0.09698000,25.01292383,121.54096420,225.59400000,2.00000000,1.00000000,225.00000000
-0.47337000,0.09698000,25.01292383,121.54096420,226.19100000,2.00000000,1.00000000,225.00000000
-0.47370000,0.08201000,25.01292373,121.54096430,224.10300000,2.00000000,1.00000000,225.00000000
-0.46639000,0.07515000,25.01292373,121.54096440,225.32300000,2.00000000,1.00000000,225.00000000
-0.45908000,0.06829000,25.01292373,121.54096450,224.48100000,2.00000000,1.00000000,225.00000000
-0.45908000,0.06829000,25.01292373,121.54096450,224.36200000,2.00000000,1.00000000,225.00000000
-0.45941000,0.05332000,25.01292363,121.54096460,224.10500000,2.00000000,1.00000000,225.00000000
-0.45176000,0.06143000,25.01292373,121.54096460,225.01800000,2.00000000,1.00000000,225.00000000
-0.44445000,0.05458000,25.01292373,121.54096470,223.79100000,2.00000000,1.00000000,225.00000000
-0.44445000,0.05458000,25.01292373,121.54096470,225.60400000,2.00000000,1.00000000,225.00000000
-0.44445000,0.05458000,25.01292373,121.54096470,225.75000000,2.00000000,1.00000000,225.00000000
-0.43681000,0.06269000,25.01292383,121.54096470,224.43300000,2.00000000,1.00000000,225.00000000
-0.43681000,0.06269000,25.01292383,121.54096470,224.98700000,2.00000000,1.00000000,225.00000000
-0.42949000,0.05583000,25.01292383,121.54096480,225.82300000,2.00000000,1.00000000,225.00000000
-0.42949000,0.05583000,25.01292383,121.54096480,224.05600000,2.00000000,1.00000000,225.00000000
-0.42949000,0.05583000,25.01292383,121.54096480,225.29300000,2.00000000,1.00000000,225.00000000
-0.42218000,0.04897000,25.01292383,121.54096490,225.43700000,2.00000000,1.00000000,225.00000000
-0.42949000,0.05583000,25.01292383,121.54096480,225.94800000,2.00000000,1.00000000,225.00000000
-0.43714000,0.04772000,25.01292373,121.54096480,225.25000000,2.00000000,1.00000000,225.00000000
-0.42982000,0.04086000,25.01292373,121.54096490,223.89400000,2.00000000,1.00000000,225.00000000
-0.43747000,0.03275000,25.01292363,121.54096490,223.73000000,2.00000000,1.00000000,225.00000000
-0.43015000,0.02589000,25.01292363,121.54096500,224.10000000,2.00000000,1.00000000,225.00000000
-0.43015000,0.02589000,25.01292363,121.54096500,225.77500000,2.00000000,1.00000000,225.00000000
-0.43048000,0.01092000,25.01292353,121.54096510,224.41100000,2.00000000,1.00000000,225.00000000
-0.43048000,0.01092000,25.01292353,121.54096510,225.42100000,2.00000000,1.00000000,225.00000000
-0.42317000,0.00406000,25.01292353,121.54096520,224.49700000,2.00000000,1.00000000,225.00000000
-0.43082000,-0.00405000,25.01292343,121.54096520,225.15600000,2.00000000,1.00000000,225.00000000
-0.43115000,-0.01902000,25.01292333,121.54096530,224.50600000,2.00000000,1.00000000,225.00000000
-0.43879000,-0.02714000,25.01292323,121.54096530,224.71300000,2.00000000,1.00000000,225.00000000
-0.43148000,-0.03399000,25.01292323,121.54096540,224.45000000,2.00000000,1.00000000,225.00000000
-0.43148000,-0.03399000,25.01292323,121.54096540,225.95000000,2.00000000,1.00000000,225.00000000
-0.43912000,-0.04211000,25.01292313,121.54096540,225.38500000,2.00000000,1.00000000,225.00000000
