X,Y,Lat,Lon,HDT,indicator,p_n,t_n
-0.70737,-0.01981,25.01292163,121.5409633,269.328,2.0,1.0,135.0
-0.69972,-0.01169,25.01292173,121.5409633,269.837,2.0,1.0,135.0
-0.69241,-0.01855,25.01292173,121.5409634,269.633,2.0,1.0,135.0
-0.67712,-0.00232,25.01292193,121.5409634,269.715,2.0,1.0,135.0
-0.67679,0.01265,25.01292203,121.5409633,269.247,2.0,1.0,135.0
-0.66914,0.02076,25.01292213,121.5409633,269.289,2.0,1.0,135.0
-0.6615,0.02888,25.01292223,121.5409633,268.854,2.0,1.0,135.0
-0.65352,0.05196,25.01292243,121.5409632,269.435,2.0,1.0,135.0
-0.64588,0.06007,25.01292253,121.5409632,269.745,2.0,1.0,135.0
-0.64555,0.07504,25.01292263,121.5409631,269.492,2.0,1.0,135.0
-0.64555,0.07504,25.01292263,121.5409631,270.256,2.0,1.0,135.0
-0.64522,0.09002,25.01292273,121.540963,270.495,2.0,1.0,135.0
-0.64522,0.09002,25.01292273,121.540963,269.466,2.0,1.0,135.0
-0.5701,0.11127,25.01292333,121.5409634,-1.0,2.0,1.0,180.0
-0.5701,0.11127,25.01292333,121.5409634,-1.0,2.0,1.0,180.0
-0.55514,0.11252,25.01292343,121.5409635,-1.0,2.0,1.0,180.0
-0.5475,0.12064,25.01292353,121.5409635,-1.0,2.0,1.0,180.0
-0.53254,0.12189,25.01292363,121.5409636,-1.0,2.0,1.0,180.0
-0.53287,0.10692,25.01292353,121.5409637,-1.0,2.0,1.0,180.0
-0.51027,0.11629,25.01292373,121.5409638,-1.0,2.0,1.0,180.0
-0.50296,0.10943,25.01292373,121.5409639,-1.0,2.0,1.0,180.0
-0.488,0.11069,25.01292383,121.540964,-1.0,2.0,1.0,180.0
-0.48102,0.08886,25.01292373,121.5409642,-1.0,2.0,1.0,180.0
-0.47337,0.09698,25.01292383,121.5409642,-1.0,2.0,1.0,180.0
-0.47337,0.09698,25.01292383,121.5409642,-1.0,2.0,1.0,180.0
-0.4737,0.08201,25.01292373,121.5409643,-1.0,2.0,1.0,180.0
-0.46639,0.07515,25.01292373,121.5409644,-1.0,2.0,1.0,180.0
-0.45908,0.06829,25.01292373,121.5409645,-1.0,2.0,1.0,180.0
-0.45908,0.06829,25.01292373,121.5409645,-1.0,2.0,1.0,180.0
-0.45941,0.05332,25.01292363,121.5409646,-1.0,2.0,1.0,180.0
-0.45176,0.06143,25.01292373,121.5409646,-1.0,2.0,1.0,180.0
-0.44445,0.05458,25.01292373,121.5409647,-1.0,2.0,1.0,180.0
-0.44445,0.05458,25.01292373,121.5409647,-1.0,2.0,1.0,180.0
